title,identifier,content
"EM0144 Everything - Fashion Store - Main Bottom 03 - Banner Slider",em0144-fashion-main-bottom03-banners-slider,"<div class=""em-wrapper-brands space-block"">
<div class="" slider-style02"">
<div class=""em-slider em-slider-banners em-slider-navigation-icon"" data-mage-init=""{&quot;emslider&quot;:{&quot;loop&quot;:true,&quot;lazyLoad&quot;:true,&quot;items&quot;:6,&quot;dots&quot;:false,&quot;nav&quot;:true,&quot;responsive&quot;:{&quot;0&quot;:{&quot;items&quot;:1},&quot;320&quot;:{&quot;items&quot;:2},&quot;640&quot;:{&quot;items&quot;:3},&quot;768&quot;:{&quot;items&quot;:4},&quot;1024&quot;:{&quot;items&quot;:5}}}}"">
<div class=""em-banners-item""><a href=""#""><img class=""img-responsive"" src=""{{media url='wysiwyg/em0144/layout_fashion/home/brand/em_brand_01.png'}}"" alt=""em_brand_01.jpg"" /></a></div>
<div class=""em-banners-item""><a href=""#""><img class=""img-responsive"" src=""{{media url='wysiwyg/em0144/layout_fashion/home/brand/em_brand_06.png'}}"" alt=""em_brand_02.jpg"" /></a></div>
<div class=""em-banners-item""><a href=""#""><img class=""img-responsive"" src=""{{media url='wysiwyg/em0144/layout_fashion/home/brand/em_brand_03.png'}}"" alt=""em_brand_03.jpg"" /></a></div>
<div class=""em-banners-item""><a href=""#""><img class=""img-responsive"" src=""{{media url='wysiwyg/em0144/layout_fashion/home/brand/em_brand_04.png'}}"" alt=""em_brand_04.jpg"" /></a></div>
<div class=""em-banners-item""><a href=""#""><img class=""img-responsive"" src=""{{media url='wysiwyg/em0144/layout_fashion/home/brand/em_brand_05.png'}}"" alt=""em_brand_05.jpg"" /></a></div>
<div class=""em-banners-item""><a href=""#""><img class=""img-responsive"" src=""{{media url='wysiwyg/em0144/layout_fashion/home/brand/em_brand_02.png'}}"" alt=""em_brand_06.jpg"" /></a></div>
<div class=""em-banners-item""><a href=""#""><img class=""img-responsive"" src=""{{media url='wysiwyg/em0144/layout_fashion/home/brand/em_brand_01.png'}}"" alt=""em_brand_01.jpg"" /></a></div>
<div class=""em-banners-item""><a href=""#""><img class=""img-responsive"" src=""{{media url='wysiwyg/em0144/layout_fashion/home/brand/em_brand_02.png'}}"" alt=""em_brand_02.jpg"" /></a></div>
<div class=""em-banners-item""><a href=""#""><img class=""img-responsive"" src=""{{media url='wysiwyg/em0144/layout_fashion/home/brand/em_brand_03.png'}}"" alt=""em_brand_03.jpg"" /></a></div>
</div>
</div>
</div>"
"EM0144 Everything - Fashion Store - Before Footer 01 - Links",em0144-fashion-before-footer01-links-,"<div class=""em-footer-info"">
	<div class=""row"">
		<div class=""col-sm-4 first text-center"">
			<div class=""em-block-title"" data-mage-init=""{&quot;emCollapsible&quot;:{&quot;collapseTarget&quot;:&quot;#collapse01&quot;}}"">
				<p class=""h4 em-text-upercase""><span>What's hot</span></p>
			</div>
			<ul id=""collapse01"" class=""em-links em-block-content block-info"">
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>Discount Voucher</span></a></li>
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>Spring Collection</span></a></li>
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>Trending</span></a></li>
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>Best Sellers</span></a></li>
			</ul>
		</div>
		<div class=""col-sm-4 text-center"">
			<div class=""em-block-title"" data-mage-init=""{&quot;emCollapsible&quot;:{&quot;collapseTarget&quot;:&quot;#collapse02&quot;}}"">
				<p class=""h4 em-text-upercase""><span>Brands</span></p>
			</div>
			<ul id=""collapse02"" class=""em-links em-block-content block-info"">
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>Jack &amp; Jones</span></a></li>
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>Calvin Klein</span></a></li>
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>Ray Ban</span></a></li>
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>River Island</span></a></li>
			</ul>
		</div>
		<div class=""col-sm-4 text-center"">
			<div class=""em-block-title"" data-mage-init=""{&quot;emCollapsible&quot;:{&quot;collapseTarget&quot;:&quot;#collapse03&quot;}}"">
				<p class=""h4 em-text-upercase""><span>Men shop</span></p>
			</div>
			<ul id=""collapse03"" class=""em-links em-block-content block-info"">
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>Top</span></a></li>
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>Bottoms</span></a></li>
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>Accessories</span></a></li>
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>Shoes</span></a></li>
			</ul>
		</div>
		<div class=""col-sm-4 text-center"">
			<div class=""em-block-title"" data-mage-init=""{&quot;emCollapsible&quot;:{&quot;collapseTarget&quot;:&quot;#collapse04&quot;}}"">
				<p class=""h4 em-text-upercase""><span>Women shop</span></p>
			</div>
			<ul id=""collapse04"" class=""em-links em-block-content block-info"">
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>Jeans</span></a></li>
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>Dresses</span></a></li>
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>Other</span></a></li>
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>Shoes</span></a></li>
			</ul>
		</div>
		<div class=""col-sm-4 text-center"">
			<div class=""em-block-title"" data-mage-init=""{&quot;emCollapsible&quot;:{&quot;collapseTarget&quot;:&quot;#collapse05&quot;}}"">
				<p class=""h4 em-text-upercase""><span>Help</span></p>
			</div>
			<ul id=""collapse05"" class=""em-links em-block-content block-info"">
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>F.A.Q.</span></a></li>
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>Shipping</span></a></li>
				<li class=""em-links-item""><a title=""em-sample-title"" href=""{{store direct_url='contacts'}}""><span>Contact Us</span></a></li>
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>Privacy Policy</span></a></li>
			</ul>
		</div>
		<div class=""col-sm-4 last text-center"">
			<div class=""em-block-title"" data-mage-init=""{&quot;emCollapsible&quot;:{&quot;collapseTarget&quot;:&quot;#collapse06&quot;}}"">
				<p class=""h4 em-text-upercase""><span>Nation Apps</span></p>
			</div>
			<ul id=""collapse06"" class=""em-links em-block-content block-info"">
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>iPhone</span></a></li>
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>iPad</span></a></li>
				<li class=""em-links-item""><a title=""em-sample-title"" href=""#""><span>Android</span></a></li>
			</ul>
		</div>
	</div>
	<div class=""em-footer-info-bottom"">
		<div class=""row"">
			<div class=""col-sm-12 col-md-12 col-lg-15 first"">
				<div class=""em-wrapper-newsletter"">
					<div class=""em-block-title"" data-mage-init=""{&quot;emCollapsible&quot;:{&quot;collapseTarget&quot;:&quot;#collapse07&quot;}}"">
						<p class=""h4 em-text-upercase""><span>Sign Up For Newsletter</span></p>
					</div>
					<div id=""collapse07"" class=""em-block-content em-newsletter"">{{block class=""Magento\Newsletter\Block\Subscribe"" name=""em.newsletter.style05"" template=""subscribe.phtml""}}</div>
				</div>
			</div>
			<div class=""col-sm-12 col-md-12 col-lg-9 last"">
				<div class=""em-wrapper-social f-right"">
					<div class=""em-block-title"" data-mage-init=""{&quot;emCollapsible&quot;:{&quot;collapseTarget&quot;:&quot;#collapse08&quot;}}"">
						<p class=""h4 em-text-upercase""><span>Follow Us</span></p>
					</div>
					<div id=""collapse08"" class=""em-block-content"">
						<p class=""em-social""><a class=""em-social-icon em-facebook f-left"" title=""em-sample-title"" href=""#""><span class=""fa fa-fw""></span></a> <a class=""em-social-icon em-twitter f-left"" title=""em-sample-title"" href=""#""><span class=""fa fa-fw""></span></a> <a class=""em-social-icon em-pinterest  f-left"" title=""em-sample-title"" href=""#""><span class=""fa fa-fw""></span></a> <a class=""em-social-icon em-google f-left"" title=""em-sample-title"" href=""#""><span class=""fa fa-fw""></span></a> <a class=""em-social-icon em-rss  f-left"" title=""em-sample-title"" href=""#""><span class=""fa fa-fw""></span></a></p>
					</div>
				</div>
			</div>
		</div>
	</div>
</div>"
"EM0144 Everything - Fashion Store - Footer Inner - Payment",em0144-fashion-area-footer-inner-payment,"<div class=""em-payment f-right""><a class=""em-payment-icon em-visa"" title=""em-sample-title"" href=""#"">visa</a> <a class=""em-payment-icon em-master"" title=""em-sample-title"" href=""#"">master</a> <a class=""em-payment-icon em-express "" title=""em-sample-title"" href=""#"">express</a><a class=""em-payment-icon em-paypal"" title=""em-sample-title"" href=""#"">paypal</a> <a class=""em-payment-icon em-other "" title=""em-sample-title"" href=""#"">other</a></div>"
"EM0144 Everything - Fashion Store - Area Main 04 - Home - Best Sale",em0144-fashion-area-main02-home-best-sale,"<div class=""em-wrapper-product-15"">{{widget type=""Emthemes\FilterProduct\Block\Product\ProductsList"" title=""Best Sales"" display_type=""all_products"" products_count=""6"" order_by=""name ASC"" show=""thumb,name,review,price"" thumb_width=""110"" thumb_height=""110"" filter_template=""custom"" custom_template=""grid_custom_list.phtml"" conditions_encoded=""a:2:[i:1;a:4:[s:4:`type`;s:50:`Magento|CatalogWidget|Model|Rule|Condition|Combine`;s:10:`aggregator`;s:3:`all`;s:5:`value`;s:1:`1`;s:9:`new_child`;s:0:``;]s:4:`1--1`;a:4:[s:4:`type`;s:50:`Magento|CatalogWidget|Model|Rule|Condition|Product`;s:9:`attribute`;s:12:`category_ids`;s:8:`operator`;s:2:`==`;s:5:`value`;s:2:`41`;]]""}}</div>"
"EM0144 Everything - Fashion Store - Area Main - Slideshow",em0144-fashion-main-area-main-slideshow,"<div class=""em-slideshow space-small-block"">{{widget type=""Emthemes\Slideshow\Block\Widget\Slideshow"" setId=""1""}}</div>"
"EM0144 Everything - Main Megamenu",em0144-main-megamenu,"<div>{{widget type=""Emthemes\MegaMenu\Block\Widget\MegaMenu"" menu_id=""1""}}</div>"
"EM0144 Everything - Area Staic Block - Details Page - Ads",em0144-area-staticblock-detailspage-ads,"<div class=""em-wrapper-ads-09 space-small-block"">
<div class=""row"">
<div class=""col-sm-12 text-center em-wrapper-ads-item"">
<div class=""em-ads-item"">
<p><em class=""fa fa-fw""></em></p>
<div class=""em-banner-right em-ads-content"">
<h4 class=""primary em-text-upercase"">free shipping</h4>
</div>
</div>
</div>
<div class=""col-sm-12 text-center em-wrapper-ads-item  line-left"">
<div class=""em-ads-item"">
<p><em class=""fa fa-fw""></em></p>
<div class=""em-banner-right em-ads-content"">
<h4 class=""primary em-text-upercase"">same day dispatch</h4>
</div>
</div>
</div>
</div>
</div>"
"EM0144 Everything - Area Size Chart - Details - Size Chart",em0144-area-size-chart-details,"<p><a class=""em-info-size"" data-role=""action""><em class=""fa fa-fw""></em>Size Chart</a></p>
<div class=""size-chart-wrapper"" data-mage-init=""{&quot;modal&quot;:{&quot;trigger&quot;:&quot;.em-info-size&quot;,&quot;wrapperClass&quot;: &quot;modals-wrapper size-chart&quot;}}"">
<div id=""sizechartModal"" data-role=""content"">
<div class=""modal-dialog"">
<div class=""modal-content"">
<h3 id=""sizechartModalLabel"" class=""modal-title"">Size Chart</h3>
<div class=""box"">
<p><a class=""em-eff06-04"" href=""#""><img class=""img-responsive"" src=""{{media url='wysiwyg/em0144/details/em_ads_01.jpg'}}"" alt=""em_ads_01.jpg"" /></a></p>
</div>
</div>
</div>
</div>
</div>"
"EM0144 Everything - Fashion Store - Popup Advertising Block",em0144-fashion-popup-adsvertising-block,"<div class=""em-block-ads""><img class=""img-responsive"" src=""{{media url=""wysiwyg/em0144/layout_fashion/home/em_ads_popup.jpg""}}"" alt=""em_ads_popup.jpg"" /></div>"
"EM0144 Everything - Glass Store  - Main Slideshow",em0144-glass-main-slideshow,"<div class=""em-slideshow"">{{widget type=""Emthemes\Slideshow\Block\Widget\Slideshow"" setId=""2""}}</div>"
